,track_name,available_markets,duration_ms,explicit,artists_names,principal_artist_name,principal_artist_followers,acousticness,danceability,energy,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,year,sound_system
3672,Grand Theft Autumn / Where Is Your Boy,"Europe, Africa, Asia, America, Oceania",191373,False,Fall Out Boy,Fall Out Boy,10246090,0.000706,0.628,0.886,2,0.275,-3.805,B,0.0608,135.45,4,0.72,67,2003,D-Flat Major
3673,Gratitude,"Europe, Africa, Asia, America, Oceania",337560,False,Brandon Lake,Brandon Lake,297140,0.635,0.237,0.224,11,0.0999,-10.002,B,0.0329,155.628,3,0.164,72,2020,E Major
3674,Gratitude - Remastered 2009,"Europe, Africa, Asia, America, Oceania",165372,False,Beastie Boys,Beastie Boys,2609297,0.342,0.41,0.903,2,0.213,-7.5,B,0.0595,161.241,4,0.645,55,1992,D-Flat Major
3675,Gravity,"Europe, Africa, Asia, America, Oceania",204068,True,YoungBoy Never Broke Again,YoungBoy Never Broke Again,11681190,0.182,0.673,0.619,4,0.119,-3.766,A,0.0692,155.916,4,0.325,65,2016,C Minor
3676,Gravity,"Europe, Africa, Asia, America, Oceania",232760,False,Sara Bareilles,Sara Bareilles,1921411,0.834,0.27,0.275,0,0.146,-10.357,B,0.0356,168.964,4,0.231,68,2007,B Major
3677,Gravity,"Europe, Africa, Asia, America, Oceania",245826,False,John Mayer,John Mayer,5945010,0.731,0.753,0.326,7,0.24,-9.883,B,0.0342,123.799,3,0.237,73,2006,C Major
3678,Gravity Rides Everything,"Europe, Africa, Asia, America, Oceania",259839,False,Modest Mouse,Modest Mouse,1406838,0.431,0.395,0.443,4,0.504,-7.972,B,0.0396,103.262,4,0.714,56,2000,E-Flat Major
3679,Gravity's Gone,"Europe, Africa, Asia, America, Oceania",213173,False,Drive-By Truckers,Drive-By Truckers,209120,0.000108,0.563,0.834,7,0.144,-5.628,B,0.0323,127.237,4,0.447,60,2006,C Major
3680,Great Milenko,"Europe, Africa, Asia, America, Oceania",116160,True,Insane Clown Posse,Insane Clown Posse,1200223,0.0371,0.67,0.706,1,0.211,-5.396,B,0.283,165.017,4,0.335,53,1997,F-Sharp Major
3681,Greatest Love Story,"Europe, Africa, Asia, America, Oceania",222573,False,LANCO,LANCO,374352,0.401,0.669,0.617,10,0.119,-8.72,B,0.057,147.992,4,0.621,70,2018,A Major
3682,Greatest-Hits,"Europe, Africa, Asia, America, Oceania",173640,True,Sublime,Sublime,2621422,0.1,0.601,0.652,7,0.264,-6.634,B,0.082,102.208,4,0.469,56,1994,C Major
3683,Greed,"Europe, Africa, Asia, America, Oceania",208240,True,Godsmack,Godsmack,3055553,1.65e-05,0.518,0.744,10,0.147,-6.312,A,0.0428,102.887,4,0.679,59,2007,F-Sharp Minor
3684,Green Eyes,"Europe, Africa, Asia, America, Oceania",223040,False,Coldplay,Coldplay,46873766,0.539,0.607,0.405,9,0.231,-8.607,B,0.0265,129.543,4,0.233,68,2002,D Major
3685,Green Eyes,"Europe, Africa, Asia, America, Oceania",604973,True,Erykah Badu,Erykah Badu,2737528,0.298,0.41,0.288,1,0.0449,-13.295,B,0.0565,63.06,3,0.198,59,2000,F-Sharp Major
3686,Green Light,"Europe, Africa, Asia, America, Oceania",234652,False,Lorde,Lorde,9989404,0.0209,0.594,0.721,2,0.0879,-7.812,B,0.0957,128.942,4,0.253,75,2017,D-Flat Major
3687,Grenade,"Asia, America, Oceania",222091,False,Bruno Mars,Bruno Mars,50572176,0.148,0.704,0.558,2,0.107,-7.273,A,0.0542,110.444,4,0.245,80,2010,B-Flat Minor
3688,Grey Gods,"Europe, Africa, Asia, America, Oceania",192809,True,Ramirez;$uicideboy$,Ramirez,316229,0.0265,0.793,0.665,2,0.0796,-6.457,B,0.178,159.98,4,0.433,71,2017,D-Flat Major
3689,Grey Street,America,306346,False,Dave Matthews Band,Dave Matthews Band,1923688,0.155,0.527,0.908,11,0.581,-5.105,A,0.036,99.482,4,0.893,56,2002,D-Flat Minor
3690,Grillz,America,271160,True,Nelly;Paul Wall;Ali & Gipp,Nelly,2500796,0.0419,0.863,0.514,4,0.301,-7.243,A,0.249,82.985,4,0.843,58,2005,C Minor
3691,Grind With Me,"Europe, Africa, Asia, America, Oceania",237733,True,Pretty Ricky,Pretty Ricky,1610536,0.000204,0.7,0.538,1,0.105,-5.952,B,0.045,136.518,4,0.189,67,2005,F-Sharp Major
3692,Grindin',"Europe, Africa, Asia, America, Oceania",264760,True,Clipse,Clipse,383178,0.122,0.592,0.77,1,0.103,-3.402,B,0.318,191.692,4,0.361,58,2002,F-Sharp Major
3693,Gripa Colombiana,"Europe, Africa, Asia, America, Oceania",185186,False,Los Tucanes De Tijuana,Los Tucanes De Tijuana,2569172,0.59,0.845,0.621,9,0.0902,-4.381,B,0.0325,97.962,4,0.965,62,2000,D Major
3694,Gritaría,"Europe, Africa, Asia, America, Oceania",225333,False,Los Telez,Los Telez,187978,0.163,0.802,0.547,7,0.088,-7.348,B,0.0593,160.025,4,0.881,68,2003,C Major
3695,Groove Is in the Heart,"Europe, Africa, Asia, America, Oceania",231786,False,Deee-Lite,Deee-Lite,145170,0.0153,0.694,0.881,1,0.0851,-4.053,A,0.0701,121.554,4,0.924,71,1990,E-Flat Minor
3696,Groove Me,"Europe, Africa, Asia, America, Oceania",273760,False,Guy,Guy,708347,0.0217,0.8,0.624,1,0.496,-13.931,B,0.0704,107.932,4,0.784,52,1988,F-Sharp Major
3697,Grove St. Party (feat. Kebo Gotti),"Europe, Africa, Asia, America, Oceania",250493,True,Waka Flocka Flame;Kebo Gotti,Waka Flocka Flame,2706304,0.138,0.705,0.702,0,0.364,-4.783,A,0.108,140.059,4,0.771,65,2010,A-Flat Minor
3698,Grow A Pear,"Europe, Africa, Asia, America, Oceania",208866,False,Kesha,Kesha,7634319,0.0154,0.863,0.667,0,0.125,-3.891,B,0.0508,120.011,4,0.892,62,2010,B Major
3699,Guallando,"Europe, Africa, Asia, America, Oceania",205333,False,Fulanito,Fulanito,329885,0.0497,0.681,0.907,7,0.715,-8.181,B,0.0699,149.938,4,0.94,65,1997,C Major
3700,Guaracha Sabrosona,"Europe, Africa, Asia, America, Oceania",219026,False,Alberto Pedraza,Alberto Pedraza,201766,0.0275,0.89,0.504,7,0.0519,-8.819,B,0.0891,90.454,4,0.578,67,2002,C Major
3701,Guatauba,"Europe, Africa, Asia, America, Oceania",162400,True,Plan B,Plan B,3340675,0.00849,0.804,0.745,4,0.0378,-5.963,A,0.229,183.985,4,0.635,78,2002,C Minor
3702,Guerrilla Radio,"Europe, Africa, Asia, America, Oceania",206200,True,Rage Against The Machine,Rage Against The Machine,5593959,0.0129,0.599,0.957,11,0.155,-5.764,B,0.188,103.68,4,0.489,73,1999,E Major
3703,"Guillotine (Swordz) (feat. Ghostface Killah, Inspectah Deck & GZA (Genius))","Europe, Africa, Asia, America, Oceania",262973,True,Raekwon;Ghostface Killah;Inspectah Deck;GZA,Raekwon,566825,0.266,0.873,0.728,5,0.208,-7.543,B,0.313,100.059,4,0.809,56,1995,B-Flat Major
3704,Guilty Conscience,"Europe, Africa, Asia, America, Oceania",199333,True,Eminem;Dr. Dre,Eminem,75934997,0.0527,0.66,0.789,7,0.341,-5.143,B,0.364,182.218,4,0.513,65,1999,C Major
3705,Guitar Town,America,155266,False,Steve Earle,Steve Earle,273462,0.229,0.661,0.496,7,0.0753,-15.53,B,0.0357,165.549,4,0.948,63,1986,C Major
3706,Guitarras Blancas,"Europe, Africa, Asia, America, Oceania",266826,False,Los Enanitos Verdes,Los Enanitos Verdes,3796466,0.0707,0.632,0.754,8,0.14,-4.639,B,0.0385,145.066,4,0.792,63,1986,G Major
3707,Gunpowder & Lead,"Europe, Africa, Asia, America, Oceania",191693,False,Miranda Lambert,Miranda Lambert,3585824,0.153,0.333,0.907,0,0.395,-3.191,B,0.0959,187.826,4,0.353,69,2007,B Major
3708,Guns and Ships,"Europe, Africa, Asia, America, Oceania",127578,False,Leslie Odom Jr.;Daveed Diggs;Original Broadway Cast of Hamilton,Leslie Odom Jr.,225480,0.399,0.72,0.666,7,0.0844,-6.914,B,0.328,138.03,4,0.383,68,2015,C Major
3709,Guys Do It All the Time,"Europe, Africa, Asia, America, Oceania",191800,False,Mindy McCready,Mindy McCready,305860,0.0594,0.551,0.794,0,0.231,-5.995,B,0.0341,165.813,4,0.587,54,1996,B Major
3710,Guys Like Me,"Europe, Africa, Asia, America, Oceania",191053,False,Eric Church,Eric Church,3842647,0.00225,0.453,0.798,0,0.331,-6.92,B,0.0305,158.069,4,0.694,60,2006,B Major
3711,Gym Class,"Europe, Africa, Asia, America, Oceania",217000,True,Lil Peep,Lil Peep,10591916,0.504,0.62,0.347,8,0.0841,-13.292,B,0.0705,75.517,4,0.0753,70,2016,G Major
3712,Gypsy,"Europe, Africa, Asia, America, Oceania",264906,False,Fleetwood Mac,Fleetwood Mac,10330943,0.017,0.622,0.54,5,0.265,-13.99,B,0.0261,130.879,4,0.847,76,1988,B-Flat Major
3713,Gypsy Road,"Europe, Africa, Asia, America, Oceania",235733,False,Cinderella,Cinderella,1665998,0.00566,0.524,0.886,9,0.331,-9.154,B,0.0385,132.446,4,0.511,63,1988,D Major
3714,Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Basement Boy Strip To The Bone Mix,"Europe, Africa, Asia, America, Oceania",451826,False,Crystal Waters;The Basement Boys,Crystal Waters,125563,0.000779,0.484,0.641,5,0.0738,-12.612,B,0.0377,119.981,4,0.181,69,1991,B-Flat Major
3715,Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Radio Edit,"Europe, Africa, Asia, America, Oceania",229573,False,Crystal Waters,Crystal Waters,125563,0.000165,0.645,0.779,9,0.0941,-10.529,A,0.0315,120.007,4,0.453,59,1991,B Minor
3716,Gët Busy,"Europe, Africa, Asia, America, Oceania",157779,True,Yeat,Yeat,3005249,0.0372,0.66,0.58,10,0.116,-9.921,A,0.0393,139.902,4,0.115,72,2021,F-Sharp Minor
3717,H.,"Europe, Africa, Asia, America, Oceania",367133,False,TOOL,TOOL,3275345,0.0222,0.552,0.471,2,0.125,-9.776,A,0.0372,100.266,4,0.0897,60,1996,B-Flat Minor
3718,H.O.L.Y.,"Europe, Africa, Asia, America, Oceania",194186,False,Florida Georgia Line,Florida Georgia Line,5396076,0.401,0.523,0.666,7,0.0728,-4.081,A,0.0327,78.077,4,0.564,71,2016,A Minor
3719,HAPPY,"Europe, Africa, Asia, America, Oceania",242691,False,NF,NF,8905356,0.306,0.732,0.855,7,0.12,-4.064,B,0.0415,106.004,4,0.221,80,2023,C Major
3720,HASTA LA MUERTE,"Europe, Africa, Asia, America, Oceania",209902,False,Eslabon Armado;Ivan Cornejo,Eslabon Armado,4638831,0.28,0.555,0.832,11,0.0894,-3.691,B,0.0412,170.124,3,0.43,77,2022,E Major
3721,HDMI,"Europe, Africa, Asia, America, Oceania",139440,True,BONES,BONES,1363825,0.686,0.713,0.29,7,0.318,-16.365,B,0.0647,124.941,4,0.121,77,2014,C Major
3722,HEATED,"Europe, Africa, Asia, America, Oceania",260769,True,Beyoncé,Beyoncé,35748235,0.0636,0.785,0.732,1,0.265,-5.724,B,0.164,110.952,4,0.496,80,2022,F-Sharp Major
3723,HIGHEST IN THE ROOM,"Europe, Africa, Asia, America, Oceania",175720,True,Travis Scott,Travis Scott,23839476,0.0546,0.598,0.427,7,0.21,-8.764,A,0.0317,76.469,4,0.0605,84,2019,A Minor
3724,HONEST,"Europe, Africa, Asia, America, Oceania",172672,True,Baby Keem,Baby Keem,1660193,0.403,0.676,0.536,2,0.105,-8.79,B,0.0432,79.037,4,0.373,83,2019,D-Flat Major
3725,HOT DEMON B!TCHES NEAR U ! ! !,"Europe, Africa, Asia, America, Oceania",96000,True,CORPSE;Night Lovell,CORPSE,2316680,0.00918,0.788,0.764,7,0.224,-4.054,B,0.254,100.095,4,0.841,73,2021,C Major
3726,HOTEL LOBBY (Unc & Phew),"Europe, Africa, Asia, America, Oceania",142657,True,Quavo;Takeoff,Quavo,6872815,0.117,0.825,0.649,11,0.232,-4.297,B,0.169,127.978,4,0.143,79,2022,E Major
3727,HUMBLE.,"Europe, Africa, Asia, America, Oceania",177000,True,Kendrick Lamar,Kendrick Lamar,25201820,0.000282,0.908,0.621,1,0.0958,-6.638,A,0.102,150.011,4,0.421,86,2017,E-Flat Minor
3728,HVN ON EARTH (with Kodak Black),"Europe, Africa, Asia, America, Oceania",188870,True,Lil Tecca;Kodak Black,Lil Tecca,6226718,0.0724,0.736,0.645,1,0.136,-5.195,B,0.0807,132.024,3,0.201,79,2023,F-Sharp Major
3729,HYAENA,"Europe, Africa, Asia, America, Oceania",222085,True,Travis Scott,Travis Scott,23839476,0.0305,0.608,0.754,8,0.119,-5.277,B,0.0719,97.071,4,0.455,89,2023,G Major
3730,HYFR (Hell Ya Fucking Right),"Europe, Africa, Asia, America, Oceania",206626,True,Drake;Lil Wayne,Drake,79123685,0.123,0.444,0.627,7,0.0795,-8.744,A,0.252,98.21,3,0.359,73,2011,A Minor
3731,Habits (Stay High),"America, Oceania",209160,False,Tove Lo,Tove Lo,3491052,0.0702,0.729,0.65,5,0.0829,-3.539,B,0.0313,110.02,4,0.347,75,2014,B-Flat Major
3732,Habits (Stay High) - Hippie Sabotage Remix,"America, Oceania",258933,False,Tove Lo;Hippie Sabotage,Tove Lo,3491052,0.00108,0.735,0.686,4,0.0933,-7.562,A,0.0366,121.011,4,0.0656,65,2014,C Minor
3733,Hablemos,"Europe, Africa, Asia, America, Oceania",188560,False,Ariel Camacho y Los Plebes Del Rancho,Ariel Camacho y Los Plebes Del Rancho,3767848,0.492,0.693,0.526,4,0.11,-4.328,B,0.0295,85.012,4,0.576,72,2015,E-Flat Major
3734,Hacer El Amor Con Otro,America,283133,False,Alejandra Guzman,Alejandra Guzman,3592653,0.197,0.463,0.325,11,0.0641,-14.762,B,0.0301,135.728,4,0.386,69,1991,E Major
3735,Had Enough,"Europe, Africa, Asia, America, Oceania",228213,False,Breaking Benjamin,Breaking Benjamin,4447061,1e-05,0.313,0.948,0,0.105,-2.772,A,0.0762,163.881,4,0.242,62,2006,A-Flat Minor
3736,Hagamos Lo Que Diga El Corazón,"Europe, Africa, Asia, America, Oceania",302866,False,Grupo Niche,Grupo Niche,3176053,0.213,0.597,0.87,11,0.241,-10.044,B,0.0487,179.937,4,0.904,62,1988,E Major
3737,Haggstrom,"Europe, Africa, Asia, America, Oceania",204000,False,C418,C418,700453,0.971,0.771,0.179,4,0.0685,-16.702,A,0.064,112.018,1,0.0374,66,2011,C Minor
3738,Hail Mary,"Europe, Africa, Asia, America, Oceania",309800,True,Makaveli,Makaveli,2719531,0.158,0.696,0.636,10,0.338,-6.915,A,0.335,81.593,4,0.358,72,1996,F-Sharp Minor
3739,Hail Mary,"Europe, Africa, Asia, America, Oceania",312373,True,2Pac,2Pac,16058064,0.158,0.772,0.644,10,0.366,-6.318,A,0.265,82.05,4,0.388,68,1998,F-Sharp Minor
3740,Hail to the King,"Europe, Africa, Asia, America, Oceania",305906,False,Avenged Sevenfold,Avenged Sevenfold,6470603,0.000297,0.58,0.916,3,0.126,-4.358,A,0.0387,118.004,4,0.683,79,2013,F Minor
3741,Hailie's Song,"Europe, Africa, Asia, America, Oceania",320640,True,Eminem,Eminem,75934997,0.0168,0.787,0.731,7,0.0839,-3.295,B,0.156,80.98,4,0.511,66,2002,C Major
3742,"Hakuna Matata - From ""The Lion King"" Soundtrack","Europe, Africa, Asia, America, Oceania",213600,False,Nathan Lane;Ernie Sabella;Jason Weaver;Joseph Williams,Nathan Lane,8987,0.617,0.408,0.313,0,0.115,-18.09,B,0.137,170.013,4,0.725,71,1994,B Major
3743,Halah,"Europe, Africa, Asia, America, Oceania",196226,False,Mazzy Star,Mazzy Star,1018052,0.23,0.622,0.448,0,0.102,-10.709,B,0.0265,106.085,4,0.553,65,1990,B Major
3744,Half A World Away,"Europe, Africa, Asia, America, Oceania",207946,False,R.E.M.,R.E.M.,4159260,0.421,0.417,0.592,7,0.202,-4.833,B,0.0273,63.496,4,0.355,56,1991,C Major
3745,Half On a Sack,"Africa, Asia, America, Oceania",206733,True,Three 6 Mafia,Three 6 Mafia,1238764,0.229,0.917,0.624,2,0.128,-5.761,B,0.0441,126.98,4,0.328,64,2006,D-Flat Major
3746,Half On a Sack,"Europe, Africa, Asia, America, Oceania",206733,True,Three 6 Mafia,Three 6 Mafia,1238764,0.217,0.915,0.622,11,0.12,-5.801,A,0.0464,126.983,4,0.337,66,2005,D-Flat Minor
3747,Half a Person - 2011 Remaster,"Europe, Africa, Asia, America, Oceania",218440,False,The Smiths,The Smiths,4402333,0.0266,0.608,0.73,6,0.0565,-8.698,A,0.0291,120.601,4,0.614,61,1987,D Minor
3748,Half of My Heart,"Europe, Africa, Asia, America, Oceania",250373,False,John Mayer,John Mayer,5945010,0.435,0.681,0.593,5,0.106,-9.327,B,0.0251,115.058,4,0.731,67,2009,B-Flat Major
3749,Halfcrazy,"Europe, Africa, Asia, America, Oceania",254493,False,Musiq Soulchild,Musiq Soulchild,1114824,0.462,0.412,0.77,11,0.0485,-6.057,A,0.18,101.955,3,0.418,62,2002,D-Flat Minor
3750,Halftime,"Europe, Africa, Asia, America, Oceania",260799,True,Nas,Nas,3395815,0.0303,0.766,0.793,4,0.173,-6.638,A,0.166,91.925,4,0.652,62,1994,C Minor
3751,Hall of Fame (feat. will.i.am),America,202533,False,The Script;will.i.am,The Script,8058460,0.0654,0.421,0.873,10,0.123,-4.343,B,0.0564,84.786,4,0.629,71,2012,A Major
3752,Hallelujah,"Europe, Africa, Asia, America, Oceania",300453,False,Ryan Bingham,Ryan Bingham,454407,0.735,0.615,0.41,11,0.103,-12.057,B,0.0313,128.855,4,0.274,61,2010,E Major
3753,Hallelujah,"Europe, Africa, Asia, America, Oceania",413826,False,Jeff Buckley,Jeff Buckley,1113558,0.931,0.324,0.136,0,0.176,-10.33,B,0.0318,97.256,3,0.0831,71,1994,B Major
3754,Halley's Comet,"Europe, Africa, Asia, America, Oceania",234761,False,Billie Eilish,Billie Eilish,85510742,0.961,0.403,0.159,1,0.34,-16.728,A,0.104,72.38,4,0.0381,79,2021,E-Flat Minor
3755,Halls Of Illusions,"Europe, Africa, Asia, America, Oceania",260200,True,Insane Clown Posse,Insane Clown Posse,1200223,0.133,0.571,0.909,0,0.25,-3.774,B,0.287,175.996,4,0.557,61,1997,B Major
3756,Hallucinogenics,"Europe, Africa, Asia, America, Oceania",187173,True,Matt Maeson,Matt Maeson,427322,0.457,0.549,0.653,0,0.0969,-7.47,B,0.0503,121.348,4,0.287,71,2019,B Major
3757,Halo,"Europe, Africa, Asia, America, Oceania",261640,False,Beyoncé,Beyoncé,35748235,0.272,0.508,0.72,11,0.0563,-5.908,A,0.0628,79.983,4,0.472,78,2008,D-Flat Minor
3758,Halo - 2006 Remaster,America,268493,False,Depeche Mode,Depeche Mode,5735400,0.104,0.71,0.603,3,0.103,-8.541,A,0.0309,112.2,4,0.641,51,1990,F Minor
3759,Hammer Smashed Face,"Europe, Africa, Asia, America, Oceania",242760,True,Cannibal Corpse,Cannibal Corpse,859373,5.22e-05,0.357,0.98,6,0.0768,-6.835,B,0.079,96.969,4,0.368,59,1992,F Major
3760,Hammer To Fall - Remastered 2011,America,218320,False,Queen,Queen,48146159,0.317,0.429,0.789,9,0.128,-4.948,B,0.0905,126.746,4,0.51,52,1991,D Major
3761,Hand Of Blood,America,217453,False,Bullet For My Valentine,Bullet For My Valentine,2834066,0.000246,0.375,0.985,8,0.07,-2.754,B,0.0936,94.468,4,0.455,55,2005,G Major
3762,Hand On the Pump,"Europe, Africa, Asia, America, Oceania",243026,True,Cypress Hill,Cypress Hill,1888194,0.0759,0.826,0.658,0,0.235,-10.952,B,0.302,98.05,4,0.571,55,1991,B Major
3763,Hand in My Pocket - 2015 Remaster,"Europe, Africa, Asia, America, Oceania",222013,False,Alanis Morissette,Alanis Morissette,2608997,0.135,0.657,0.655,0,0.102,-8.3,B,0.0248,92.259,4,0.668,71,1995,B Major
3764,HandClap,"Europe, Africa, Asia, America, Oceania",193253,False,Fitz and The Tantrums,Fitz and The Tantrums,850037,0.00609,0.636,0.836,8,0.0828,-3.004,B,0.0427,139.956,4,0.715,69,2017,G Major
3765,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande","Europe, Africa, Asia, America, Oceania",207266,False,George Frideric Handel;Alexander Briger;Academy of St. Martin in the Fields,George Frideric Handel,858959,0.927,0.0939,0.0336,2,0.0954,-24.041,A,0.0606,67.359,3,0.0516,68,2002,B-Flat Minor
3766,Handle With Care,"Europe, Africa, Asia, America, Oceania",199586,False,Traveling Wilburys,Traveling Wilburys,1126498,0.109,0.676,0.771,7,0.247,-5.981,B,0.0283,115.073,4,0.708,68,1988,C Major
3767,Handlebars,"Europe, Africa, Asia, America, Oceania",206813,False,Flobots,Flobots,186987,0.0222,0.704,0.571,5,0.101,-7.136,B,0.0969,141.888,4,0.524,63,2008,B-Flat Major
3768,Hands Down,"Europe, Africa, Asia, America, Oceania",186866,False,Dashboard Confessional,Dashboard Confessional,587585,0.013,0.463,0.827,3,0.0964,-4.085,B,0.0437,94.035,4,0.26,65,2003,A-Flat Major
3769,Hands On The Wheel,America,197800,True,ScHoolboy Q;A$AP Rocky,ScHoolboy Q,4589872,0.021,0.65,0.859,1,0.0986,-4.54,A,0.0957,127.828,4,0.169,62,2012,E-Flat Minor
3770,Hands To Myself,America,200680,False,Selena Gomez,Selena Gomez,44773122,0.0147,0.811,0.499,5,0.342,-7.161,A,0.118,111.016,4,0.466,67,2015,G Minor
3771,Hang,"Europe, Africa, Asia, America, Oceania",227333,False,Matchbox Twenty,Matchbox Twenty,2412619,0.631,0.537,0.301,7,0.112,-12.508,B,0.0294,153.78,4,0.25,56,1996,C Major
3772,Hang Me Up To Dry,"Europe, Africa, Asia, America, Oceania",218786,False,Cold War Kids,Cold War Kids,834662,0.0219,0.509,0.922,9,0.496,-2.823,A,0.031,92.5,4,0.645,67,2007,B Minor
3773,Hang On Sloopy,"Europe, Africa, Asia, America, Oceania",231800,False,The McCoys,The McCoys,40164,0.167,0.765,0.516,7,0.0723,-12.099,B,0.0334,115.248,4,0.936,58,1995,C Major
3774,Hang Tough,America,262493,False,Tesla,Tesla,905003,0.041,0.375,0.856,11,0.0949,-8.334,A,0.0614,91.049,4,0.205,46,1989,D-Flat Minor
3775,Hang on to Your Love,"Europe, Africa, Asia, America, Oceania",270466,False,Sade,Sade,3407521,0.147,0.846,0.703,0,0.071,-5.76,B,0.0301,107.767,4,0.964,66,1994,B Major
3776,Hangar 18 - 2004 Remix,"Europe, Africa, Asia, America, Oceania",311200,False,Megadeth,Megadeth,4891271,5.87e-05,0.248,0.988,2,0.323,-3.74,B,0.144,115.301,4,0.149,63,1990,D-Flat Major
3777,Hangin' Tough,"Europe, Africa, Asia, America, Oceania",256560,False,New Kids On The Block,New Kids On The Block,730226,0.119,0.763,0.552,6,0.28,-11.98,B,0.0449,90.775,4,0.744,52,1988,F Major
3778,Hanginaround,"Europe, Africa, Asia, America, Oceania",247333,False,Counting Crows,Counting Crows,1697124,0.295,0.503,0.785,0,0.744,-6.571,B,0.0743,91.464,4,0.734,62,1999,B Major
3779,Hanging By A Moment,America,216066,False,Lifehouse,Lifehouse,1967320,0.00118,0.541,0.864,1,0.0896,-4.915,B,0.0357,124.557,4,0.435,70,2000,F-Sharp Major
3780,Happier,"Europe, Africa, Asia, America, Oceania",207520,False,Ed Sheeran,Ed Sheeran,114675033,0.536,0.522,0.385,0,0.135,-7.355,B,0.0288,89.792,4,0.236,80,2017,B Major
3781,Happier,"Europe, Africa, Asia, America, Oceania",214289,False,Marshmello;Bastille,Marshmello,35290231,0.191,0.687,0.792,5,0.167,-2.749,B,0.0452,100.015,4,0.671,84,2018,B-Flat Major
3782,Happier Than Ever,"Europe, Africa, Asia, America, Oceania",298899,True,Billie Eilish,Billie Eilish,85510742,0.767,0.332,0.225,0,0.128,-8.697,B,0.0348,81.055,3,0.297,88,2021,B Major
3783,Happier Than Ever - Edit,"Europe, Africa, Asia, America, Oceania",151444,True,Billie Eilish,Billie Eilish,85510742,0.0468,0.334,0.599,0,0.205,-5.742,B,0.0365,161.74,3,0.127,80,2021,B Major
3784,Happily Ever After,"Europe, Africa, Asia, America, Oceania",276000,True,Case,Case,874571,0.138,0.747,0.609,4,0.105,-6.985,A,0.0347,120.051,4,0.555,55,1999,C Minor
3785,Happiness is a butterfly,"Europe, Africa, Asia, America, Oceania",272485,False,Lana Del Rey,Lana Del Rey,27308217,0.969,0.467,0.119,2,0.0973,-10.99,B,0.0401,70.499,4,0.156,80,2019,D-Flat Major
3786,Happy,"Europe, Africa, Asia, America, Oceania",239826,False,Surface,Surface,26481,0.0352,0.792,0.494,0,0.0513,-12.425,B,0.115,97.635,4,0.647,52,1987,B Major
3787,Happy,"Europe, Africa, Asia, America, Oceania",262226,True,Ashanti,Ashanti,2808022,0.241,0.727,0.515,2,0.124,-6.553,A,0.0289,89.488,4,0.695,65,2002,B-Flat Minor
